seconds_since_epoch,datestamp,sp1_watts_generated,sp2_watts_generated,sp3_watts_generated,iot_gateway_watt_consumption,water_pump_watt_consumption,valve1_watt_consumption,valve2_watt_consumption,valve3_watt_consumption,ms1_watt_consumption,ms2_watt_consumption,ms3_watt_consumption,temp1_watt_consumption,temp2_watt_consumption,temp3_watt_consumption,battery_watt_hours,valve1_litres,valve2_litres,valve3_litres,ms1_soil_moisture_pct,ms2_soil_moisture_pct,ms3_soil_moisture_pct,temps1_soil_temperature_C,temps2_soil_temperature_C,temps3_soil_temperature_C,latency_iotgateway_ms,latency_logcollector_ms,packetloss_iotgateway,packetloss_logcollector,auth_success_mqtt_to_hmi,auth_failure_mqtt_to_hmi,auth_success_ssh_to_iogateway,auth_failure_ssh_to_iotgateway,class
1673336822,0:47,0,0,0,0.239520958,0,0.070707071,0.03,0.08,0.428571429,0.142857143,0.428571429,0.714285714,0.142857143,0.857142857,0.317844062,0.141322591,0.07777036,0.148815482,0.642590369,0.415788772,0.64169946,0.359340659,0.052197802,0.326508024,0.105806452,0.988070539,0.335635359,0.397524072,0.571428571,0.6,0.090909091,0.818181818,abnormal
1673336882,0:48,0,0,0,0.221556886,0,0.121212121,0.12,0.31,0.142857143,0.285714286,0.142857143,0.428571429,0.142857143,0.714285714,0.31684145,0.18429003,0.180574099,0.302969636,0.048285981,0.329043873,0.841459348,0.230769231,0.254945055,0.436081904,0.86516129,0.241182573,0.477900552,0.105914718,0.333333333,0.25,0.181818182,0.181818182,abnormal
1673336942,0:49,0,0,0,0.928143713,0,0.252525253,0.05,0.25,0.428571429,0.571428571,0.428571429,0.857142857,0.285714286,0.857142857,0.314795799,0.271231957,0.111148198,0.272605939,0.04268374,0.512201627,0.103648369,0.344505495,0.126373626,0.231876038,0.426451613,0.637966805,0.040055249,0.392022008,0.095238095,0,0.545454545,0.818181818,abnormal
1673337002,0:50,0,0,0,0.233532934,0,0.050505051,0.3,0.21,0.428571429,0.714285714,0.857142857,0.857142857,0.714285714,0.285714286,0.313655732,0.114467942,0.300734312,0.248248248,0.725623583,0.823243099,0.049489762,0.433516484,0.126373626,0.351411179,0.047096774,0.399896266,0.33839779,0.365887208,0,0,0,0.454545455,abnormal
1673337062,0:51,0,0,0,0.526946108,0,0.03030303,0,0.05,0.285714286,0.857142857,0.714285714,0.428571429,0.857142857,0.571428571,0.312515666,0.077207116,0.005340454,0.114114114,0.149126317,0.706960928,0.105182418,0.062637363,0.047252747,0.341449917,0.156129032,0.461618257,0.313535912,0.396148556,0,0,0.363636364,0.363636364,abnormal
1673337122,0:52,0,0,0,0.616766467,0,0.141414141,0.25,0.05,0.428571429,0.714285714,0.428571429,0.285714286,0.857142857,0.571428571,0.310987492,0.202752602,0.275033378,0.115115115,0.415299453,0.937525003,0.93263523,0.33956044,0.348901099,0.167127836,0.920645161,0.173755187,0.604972376,0.321870702,0.285714286,0.25,0.909090909,0.727272727,abnormal
1673337182,0:53,0,0,0,0.113772455,0,0.050505051,0,0.16,0,0.428571429,0.571428571,0.285714286,1,0.714285714,0.310340645,0.109432696,0.001335113,0.215215215,0.01994131,0.041605547,0.336623758,0.032967033,0.170879121,0.336469286,0.464516129,0.641078838,0.386740331,0.418156809,0.761904762,0.6,0.272727273,0.545454545,abnormal
1673337242,0:54,0,0,0,0.305389222,0,0.01010101,0.27,0.11,0.857142857,0.285714286,0.571428571,0.857142857,0.285714286,0.571428571,0.309265264,0.046995636,0.281708945,0.175508842,0.844337735,0.818442459,0.136130194,0.028021978,0.160989011,0.24681793,0.503225806,0.314834025,0.378453039,0.270976616,0.047619048,0.05,0.363636364,0.545454545,abnormal
1673337302,0:55,0,0,0,0.251497006,0,0.050505051,0.31,0.14,0.428571429,0.428571429,0.714285714,0.285714286,0,0.857142857,0.308214138,0.115810675,0.306408545,0.202869536,0.502067494,0.199693292,0.839991996,0.255494505,0.23021978,0.35639181,0.51483871,0.343879668,0.345303867,0.339752407,0.095238095,0.25,0.090909091,0.909090909,abnormal
1673337362,0:56,0,0,0,0.251497006,0,0.01010101,0.03,0.03,0.857142857,0.428571429,0.857142857,0.428571429,0.571428571,0.428571429,0.30746218,0.047667002,0.080774366,0.081748415,0.600973723,0.223563142,0.736610418,0.26043956,0.151098901,0.465965689,0.135483871,0.326244813,0.276243094,0.348005502,0.428571429,0.45,0.090909091,0.181818182,abnormal
1673337422,0:57,0,0,0,0.916167665,0,0.212121212,0.08,0.01,0.142857143,0.285714286,0.285714286,0.714285714,0.142857143,0.571428571,0.305707609,0.250083921,0.142857143,0.045045045,0.529811925,0.328710495,0.048222504,0.448351648,0.057142857,0.456004427,0.173548387,0.705912863,0.283149171,0.521320495,0.666666667,0.7,0.454545455,0.181818182,abnormal
1673337482,0:58,0,0,0,0.526946108,0,0.151515152,0,0.16,0.285714286,0.571428571,1,0.142857143,0.571428571,0.714285714,0.304405831,0.206109433,0.00200267,0.212545879,0.715352808,0.320776103,0.20182752,0.32967033,0.071978022,0.456004427,0.138064516,0.091286307,0.331491713,0.273727648,0.19047619,0.45,0.272727273,0.818181818,abnormal
1673337542,0:59,0,0,0,0.730538922,0,0.04040404,0.07,0.04,0.571428571,0.142857143,0.285714286,0.142857143,0.857142857,0.714285714,0.302990855,0.101711984,0.141522029,0.102769436,0.240629585,0.312041606,0.339758554,0.028021978,0.067032967,0.276701716,0.626451613,0.276452282,0.345303867,0.327372765,0.19047619,0.1,0.363636364,0.909090909,abnormal
1673337602,1:00,0,0,0,0.239520958,0,0.151515152,0.08,0.25,0.428571429,0.285714286,0.285714286,0.285714286,0.857142857,0.285714286,0.301988244,0.207787848,0.148197597,0.27027027,0.007936508,0.433057741,0.335023011,0.354395604,0.348901099,0.346430548,0.444516129,0.882261411,0.400552486,0.530949106,0.142857143,0,0.454545455,0.090909091,abnormal
1673337662,1:01,0,0,0,0.143712575,0,0.212121212,0.05,0.2,0.142857143,0.857142857,0.571428571,0.571428571,0.857142857,0.142857143,0.301090744,0.250419604,0.115153538,0.244244244,0.117513672,0.2334978,0.020142733,0.334615385,0.225274725,0.157166574,0.132258065,0.629149378,0.25,0.393397524,0.095238095,0.15,0.636363636,0.454545455,abnormal
1673337722,1:02,0,0,0,0.820359281,0,0.121212121,0.01,0,0.285714286,0.714285714,0.857142857,0.142857143,0.428571429,0.714285714,0.299546399,0.180597516,0.043724967,0.008008008,0.823796185,0.924923323,0.815780698,0.240659341,0.264835165,0.266740454,0.429677419,0.873443983,0.208563536,0.338376891,0.380952381,0.4,0.636363636,0.454545455,abnormal
1673337782,1:03,0,0,0,0.508982036,0,0.01010101,0,0.2,0.428571429,0.285714286,0.285714286,0.571428571,1,0.142857143,0.298382076,0.048674052,0.004672897,0.243243243,0.331132453,0.416788905,0.833722404,0.423626374,0.052197802,0.256779192,0.08516129,0.761929461,0.19198895,0.419532325,0.476190476,0.35,0.909090909,0.454545455,abnormal
1673337842,1:04,0,0,0,0.928143713,0,0,0.05,0,0.428571429,0.714285714,0.714285714,0.857142857,0.142857143,0.428571429,0.296748789,0.010070493,0.110480641,0.000667334,0.508336668,0.701693559,0.847929034,0.27032967,0.264835165,0.256779192,0.458709677,0.40560166,0.408839779,0.379642366,0.333333333,0.25,0.545454545,0.818181818,abnormal
1673337902,1:05,0,0,0,0.826347305,0,0.333333333,0.12,0.15,1,0.857142857,0.428571429,0.571428571,0.285714286,0.571428571,0.294783994,0.315877811,0.182576769,0.204204204,0.907296252,0.81977597,0.849529781,0.245604396,0.25989011,0.162147205,0.029677419,0.21473029,0.273480663,0.328748281,0.095238095,0.15,0.181818182,0.909090909,abnormal
1673337962,1:06,0,0,0,0.628742515,0,0.262626263,0.12,0.11,0.285714286,0.714285714,0.571428571,0.142857143,0.428571429,0.285714286,0.293247734,0.28130245,0.183244326,0.177177177,0.422835801,0.64195226,0.117854999,0.062637363,0.047252747,0.037631433,0.705806452,0.058609959,0.348066298,0.237964237,0.476190476,0.25,0.454545455,0.545454545,abnormal
1673338022,1:07,0,0,0,0.023952096,0,0.202020202,0.15,0.03,0.571428571,0.285714286,1,1,0.714285714,0.571428571,0.292520032,0.244712991,0.208277704,0.074741408,0.234026944,0.919189225,0.245047689,0.344505495,0.032417582,0.062534588,0.194193548,0.45280083,0.149171271,0.348005502,0,0.1,0.909090909,0.909090909,abnormal
1673338082,1:08,0,0,0,0.413173653,0,0.04040404,0.02,0.25,0.285714286,0.428571429,0.571428571,0.857142857,0.285714286,0.285714286,0.291404222,0.106075864,0.072096128,0.27360694,0.315192744,0.723429791,0.529713866,0.156593407,0.348901099,0.331488655,0.256129032,0.229253112,0.25,0.309491059,0.476190476,0.75,0.727272727,0.545454545,abnormal
1673338142,1:09,0,0,0,0.143712575,0,0,0.04,0,0.857142857,0.428571429,0.571428571,0.857142857,0.714285714,0.571428571,0.290797804,0.013427325,0.103137517,0.000333667,0.340269441,0.236431524,0.934636164,0.364285714,0.24010989,0.13226342,0.647096774,0.403008299,0.446132597,0.379642366,0.238095238,0.2,0.818181818,0.454545455,abnormal
1673338202,1:10,0,0,0,0.22754491,0,0.02020202,0.32,0.15,0.714285714,0.285714286,0.571428571,0.571428571,0.714285714,0.857142857,0.289730508,0.068479355,0.310413885,0.209209209,0.607309591,0.714028537,0.244047222,0.463186813,0.042307692,0.456004427,0.803225806,0.04719917,0.53038674,0.297111417,0.238095238,0.8,0.363636364,0.818181818,abnormal
1673338262,1:11,0,0,0,0.107784431,0,0.191919192,0.16,0.33,0.857142857,0.857142857,1,0.714285714,1,0.428571429,0.288606612,0.238335012,0.216622163,0.314647981,0.225023343,0.340112015,0.312145668,0.438461538,0.042307692,0.142224682,0.003225806,0.03526971,0.267955801,0.283356259,0.19047619,0.15,0.454545455,0.909090909,abnormal
1673338322,1:12,0,0,0,0.317365269,0,0.161616162,0.01,0.16,0.714285714,0.428571429,0.571428571,0.428571429,0.857142857,0.285714286,0.287571658,0.215172877,0.037383178,0.212212212,0.324396425,0.513001734,0.828720069,0.023076923,0.151098901,0.465965689,0.461935484,0.637966805,0.36878453,0.375515818,0.047619048,0,0,0.636363636,abnormal
